MaintenanceWorkId,Date,Time,WorksDescription,EquipmentId,TimeTaken
942,8/08/2014,10:04,cursus vestibulum proin eu mi nulla ac enim in tempor,9,275
943,12/01/2013,8:55,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,9,290
944,2/05/2014,12:10,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,4,29
945,5/08/2013,16:41,dui proin leo odio porttitor id consequat in consequat ut,10,73
946,19/05/2014,8:20,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,3,66
947,25/10/2012,12:23,iaculis diam erat fermentum justo nec condimentum neque sapien placerat,6,14
948,26/12/2013,12:55,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,3,133
949,12/06/2013,14:34,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,1,301
950,27/09/2013,9:57,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,1,304
951,20/09/2013,9:49,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,2,173
952,29/07/2014,15:08,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,5,248
953,22/07/2014,15:28,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,3,37
954,27/04/2014,13:08,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,9,216
955,22/06/2014,12:24,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,8,140
956,17/07/2014,14:40,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,6,142
957,28/11/2012,9:04,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,9,25
958,5/01/2014,14:23,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,6,299
959,22/04/2014,11:52,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,5,172
960,4/07/2014,9:07,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,3,48
961,17/06/2013,8:45,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,9,240
962,11/02/2014,13:09,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,2,73
963,23/05/2014,14:52,pede posuere nonummy integer non velit donec diam neque vestibulum eget,6,60
964,27/02/2014,11:40,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2,93
965,13/07/2014,12:10,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,9,102
966,23/12/2012,10:10,nam congue risus semper porta volutpat quam pede lobortis ligula sit,7,277
967,25/01/2014,12:50,posuere cubilia curae nulla dapibus dolor vel est donec odio justo,6,320
968,9/01/2014,14:22,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,5,347
969,28/09/2013,9:19,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,8,330
970,12/12/2013,12:48,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,8,87
971,20/01/2013,16:24,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,10,226
972,5/07/2013,8:11,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,5,299
973,10/07/2014,12:00,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,8,121
974,16/03/2013,9:58,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,4,113
975,5/09/2013,12:40,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,5,80
976,20/12/2013,13:13,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,4,66
977,30/04/2013,8:04,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,8,64
978,7/12/2013,15:32,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,10,333
979,15/11/2013,9:30,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,5,310
980,9/03/2013,9:58,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,3,49
981,1/04/2014,16:44,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,5,70
982,5/05/2013,16:39,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,10,85
983,7/11/2012,12:30,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,3,359
984,29/11/2013,9:56,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,2,105
985,14/06/2013,11:10,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,8,140
986,16/03/2014,13:41,orci vehicula condimentum curabitur in libero ut massa volutpat convallis,8,153
987,19/10/2013,8:13,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,9,317
988,27/07/2014,12:21,sit amet cursus id turpis integer aliquet massa id lobortis convallis,8,101
989,29/10/2012,15:18,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,10,115
990,18/01/2013,16:03,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,2,167
991,27/12/2013,12:41,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,10,49
992,7/12/2012,15:54,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,10,253
993,22/06/2013,10:33,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,1,154
994,24/11/2012,10:21,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,4,51
995,20/08/2013,16:51,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,6,241
996,29/04/2014,11:41,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,5,157
997,11/09/2013,11:34,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,5,297
998,26/03/2014,9:41,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,9,132
999,29/07/2013,11:08,sapien a libero nam dui proin leo odio porttitor id consequat,3,37
1000,5/05/2014,9:30,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,6,162
